(0,11316859)
(237816,1)
(237834,1)
(237852,1)
(237870,1)
(237888,1)
(237906,1)
(237942,1)
(237960,1)
(237978,1)
(237996,1)
(238014,1)
(238032,1)
(238050,1)
(238068,1)
(238086,1)
(238104,1)
(238122,1)
(238140,1)
(238158,1)
(238176,1)
(238248,1)
(238266,1)
(238302,1)
(238320,1)
(238338,1)
(238356,1)
(238374,1)
(238392,1)
(238410,1)
(238464,1)
(238482,1)
(238500,1)
(238518,1)
(238536,1)
(238554,1)
(238572,1)
(238590,1)
(238608,1)
(238626,1)
(238662,1)
(238680,1)
(238698,1)
(238716,1)
(238734,1)
(238770,1)
(238842,1)
(238860,1)
(238878,1)
(238896,1)
(238914,1)
(238932,1)
(238950,1)
(238968,1)
(238986,1)
(239004,1)
(239022,1)
(239040,1)
(239058,1)
(239076,1)
(239094,1)
(239112,1)
(239130,1)
(239148,1)
(239166,1)
(239184,1)
(239202,1)
(239220,1)
(239238,1)
(239256,1)
(239274,1)
(239292,1)
(239310,1)
(239328,1)
(239346,1)
(239364,1)
(239382,1)
(239400,1)
(239418,1)
(239436,1)
(239454,1)
(239472,1)
(239490,1)
(239508,1)
(239580,1)
(239598,1)
(239616,1)
(239634,1)
(239652,1)
(239688,1)
(239706,1)
(239724,1)
(239742,1)
(239760,1)
(239778,1)
(239796,1)
(239814,1)
(239832,1)
(239850,1)
(239868,1)
(239886,1)
(239904,1)
(239922,1)
(239940,1)
(239958,1)
(239976,1)
(239994,1)
(240012,1)
(240030,1)
(240048,1)
(240066,1)
(240084,1)
(240102,1)
(240120,1)
(240138,1)
(240156,1)
(240174,1)
(240192,1)
(240246,1)
(240264,1)
(240282,1)
(240300,1)
(240318,1)
(240336,1)
(240372,1)
(240390,1)
(240408,1)
(240426,1)
(240444,1)
(240462,1)
(240480,1)
(240498,1)
(240516,1)
(240534,1)
(240552,1)
(240570,1)
(240588,1)
(240606,1)
(240624,1)
(240642,1)
(240660,1)
(240696,1)
(240714,1)
(240948,1)
(240966,1)
(240984,1)
(241002,1)
(241020,1)
(241056,1)
(241074,1)
(241092,1)
(241110,1)
(241146,1)
(241164,1)
(241182,1)
(241236,1)
(241254,1)
(241272,1)
(241290,1)
(241308,1)
(241326,1)
(241344,1)
(241362,1)
(241380,1)
(241398,1)
(241416,1)
(241434,1)
(241452,1)
(241470,1)
(241524,1)
(241542,1)
(241560,1)
(241578,1)
(241596,1)
(241614,1)
(241632,1)
(241650,1)
(241668,1)
(241686,1)
(241704,1)
(241722,1)
(241740,1)
(241758,1)
(241776,1)
(241794,1)
(241812,1)
(241830,1)
(241848,1)
(241866,1)
(241884,1)
(241902,1)
(241920,1)
(241938,1)
(241956,1)
(241974,1)
(241992,1)
(242010,1)
(242028,1)
(242046,1)
(242064,1)
(242082,1)
(242100,1)
(242118,1)
(242136,1)
(242154,1)
(242172,1)
(242190,1)
(242208,1)
(242226,1)
(242244,1)
(242262,1)
(242280,1)
(242298,1)
(242316,1)
(242352,1)
(242370,1)
(242388,1)
(242406,1)
(242424,1)
(242442,1)
(242460,1)
(242478,1)
(242496,1)
(242514,1)
(242532,1)
(242550,1)
(242568,1)
(242586,1)
(242604,1)
(242622,1)
(242640,1)
(242658,1)
(242676,1)
(242694,1)
(242712,1)
(242730,1)
(242748,1)
(242766,1)
(242802,1)
(242820,1)
(242838,1)
(242856,1)
(242874,1)
(242892,1)
(242910,1)
(242928,1)
(242946,1)
(242964,1)
(242982,1)
(243000,1)
(243018,1)
(243036,1)
(243054,1)
(243072,1)
(243090,1)
(243108,1)
(243126,1)
(243144,1)
(243162,1)
(243180,1)
(243198,1)
(243216,1)
(243234,1)
(243252,1)
(243270,1)
(243288,1)
(243306,1)
(243324,1)
(243342,1)
(243360,1)
(243378,1)
(243396,1)
(243414,1)
(243432,1)
(243450,1)
(243468,1)
(243486,1)
(243504,1)
(243522,1)
(,225343)
(237817,1)
(237835,1)
(237853,1)
(237871,1)
(237889,1)
(237907,1)
(237961,1)
(237997,1)
(238015,1)
(238033,1)
(238051,1)
(238069,1)
(238087,1)
(238105,1)
(238123,1)
(238141,1)
(238159,1)
(238177,1)
(238195,1)
(238231,1)
(238249,1)
(238267,1)
(238285,1)
(238303,1)
(238321,1)
(238339,1)
(238357,1)
(238375,1)
(238393,1)
(238411,1)
(238465,1)
(238483,1)
(238501,1)
(238519,1)
(238537,1)
(238555,1)
(238573,1)
(238591,1)
(238627,1)
(238645,1)
(238663,1)
(238681,1)
(238699,1)
(238717,1)
(238735,1)
(238771,1)
(238843,1)
(238861,1)
(238879,1)
(238897,1)
(238915,1)
(238933,1)
(238951,1)
(238969,1)
(238987,1)
(239005,1)
(239023,1)
(239041,1)
(239059,1)
(239077,1)
(239095,1)
(239113,1)
(239131,1)
(239149,1)
(239167,1)
(239185,1)
(239203,1)
(239221,1)
(239239,1)
(239257,1)
(239275,1)
(239293,1)
(239311,1)
(239329,1)
(239347,1)
(239365,1)
(239383,1)
(239401,1)
(239419,1)
(239437,1)
(239455,1)
(239473,1)
(239491,1)
(239509,1)
(239581,1)
(239599,1)
(239617,1)
(239635,1)
(239653,1)
(239689,1)
(239707,1)
(239725,1)
(239743,1)
(239761,1)
(239779,1)
(239797,1)
(239815,1)
(239833,1)
(239851,1)
(239869,1)
(239887,1)
(239905,1)
(239923,1)
(239941,1)
(239959,1)
(239977,1)
(239995,1)
(240013,1)
(240031,1)
(240049,1)
(240067,1)
(240085,1)
(240103,1)
(240121,1)
(240139,1)
(240157,1)
(240175,1)
(240193,1)
(240283,1)
(240301,1)
(240319,1)
(240337,1)
(240373,1)
(240391,1)
(240409,1)
(240427,1)
(240445,1)
(240463,1)
(240481,1)
(240499,1)
(240517,1)
(240535,1)
(240553,1)
(240571,1)
(240589,1)
(240607,1)
(240625,1)
(240643,1)
(240661,1)
(240679,1)
(240715,1)
(240823,1)
(240949,1)
(240967,1)
(240985,1)
(241003,1)
(241021,1)
(241039,1)
(241075,1)
(241093,1)
(241111,1)
(241129,1)
(241147,1)
(241165,1)
(241183,1)
(241219,1)
(241237,1)
(241255,1)
(241273,1)
(241291,1)
(241309,1)
(241327,1)
(241345,1)
(241363,1)
(241381,1)
(241399,1)
(241417,1)
(241435,1)
(241453,1)
(241471,1)
(241489,1)
(241507,1)
(241525,1)
(241543,1)
(241561,1)
(241579,1)
(241597,1)
(241615,1)
(241633,1)
(241651,1)
(241669,1)
(241687,1)
(241705,1)
(241723,1)
(241741,1)
(241759,1)
(241777,1)
(241795,1)
(241813,1)
(241831,1)
(241849,1)
(241867,1)
(241885,1)
(241903,1)
(241921,1)
(241939,1)
(241957,1)
(241975,1)
(241993,1)
(242011,1)
(242029,1)
(242047,1)
(242065,1)
(242083,1)
(242101,1)
(242119,1)
(242137,1)
(242155,1)
(242173,1)
(242191,1)
(242209,1)
(242227,1)
(242245,1)
(242263,1)
(242281,1)
(242299,1)
(242317,1)
(242353,1)
(242371,1)
(242389,1)
(242407,1)
(242425,1)
(242443,1)
(242461,1)
(242479,1)
(242497,1)
(242515,1)
(242533,1)
(242551,1)
(242569,1)
(242587,1)
(242605,1)
(242623,1)
(242641,1)
(242659,1)
(242677,1)
(242695,1)
(242713,1)
(242731,1)
(242749,1)
(242767,1)
(242803,1)
(242821,1)
(242839,1)
(242857,1)
(242875,1)
(242893,1)
(242911,1)
(242947,1)
(242965,1)
(242983,1)
(243001,1)
(243019,1)
(243037,1)
(243055,1)
(243073,1)
(243091,1)
(243109,1)
(243127,1)
(243145,1)
(243163,1)
(243181,1)
(243199,1)
(243217,1)
(243235,1)
(243253,1)
(243271,1)
(243289,1)
(243307,1)
(243325,1)
(243343,1)
(243361,1)
(243379,1)
(243397,1)
(243415,1)
(243433,1)
(243451,1)
(243469,1)
(243487,1)
(243505,1)
(243523,1)
(237818,1)
(237836,1)
(237854,1)
(237872,1)
(237890,1)
(237908,1)
(237944,1)
(237980,1)
(237998,1)
(238016,1)
(238034,1)
(238052,1)
(238070,1)
(238088,1)
(238106,1)
(238124,1)
(238142,1)
(238160,1)
(238178,1)
(238214,1)
(238250,1)
(238268,1)
(238286,1)
(238304,1)
(238322,1)
(238358,1)
(238376,1)
(238394,1)
(238412,1)
(238466,1)
(238484,1)
(238502,1)
(238520,1)
(238538,1)
(238556,1)
(238574,1)
(238592,1)
(238610,1)
(238628,1)
(238664,1)
(238682,1)
(238700,1)
(238718,1)
(238736,1)
(238772,1)
(238844,1)
(238862,1)
(238880,1)
(238898,1)
(238916,1)
(238934,1)
(238952,1)
(238970,1)
(238988,1)
(239006,1)
(239024,1)
(239042,1)
(239060,1)
(239078,1)
(239096,1)
(239114,1)
(239132,1)
(239150,1)
(239168,1)
(239186,1)
(239204,1)
(239240,1)
(239258,1)
(239294,1)
(239312,1)
(239330,1)
(239348,1)
(239366,1)
(239384,1)
(239402,1)
(239420,1)
(239456,1)
(239492,1)
(239510,1)
(239582,1)
(239600,1)
(239618,1)
(239636,1)
(239654,1)
(239690,1)
(239708,1)
(239726,1)
(239744,1)
(239762,1)
(239780,1)
(239798,1)
(239816,1)
(239834,1)
(239852,1)
(239870,1)
(239888,1)
(239906,1)
(239924,1)
(239942,1)
(239960,1)
(239978,1)
(239996,1)
(240032,1)
(240050,1)
(240068,1)
(240086,1)
(240104,1)
(240122,1)
(240140,1)
(240158,1)
(240176,1)
(240194,1)
(240212,1)
(240266,1)
(240284,1)
(240302,1)
(240320,1)
(240338,1)
(240374,1)
(240392,1)
(240410,1)
(240428,1)
(240446,1)
(240464,1)
(240482,1)
(240500,1)
(240518,1)
(240536,1)
(240554,1)
(240572,1)
(240590,1)
(240608,1)
(240626,1)
(240644,1)
(240680,1)
(240698,1)
(240716,1)
(240950,1)
(240968,1)
(240986,1)
(241004,1)
(241022,1)
(241058,1)
(241076,1)
(241094,1)
(241112,1)
(241130,1)
(241148,1)
(241166,1)
(241184,1)
(241238,1)
(241256,1)
(241274,1)
(241292,1)
(241310,1)
(241328,1)
(241346,1)
(241364,1)
(241382,1)
(241400,1)
(241418,1)
(241436,1)
(241454,1)
(241472,1)
(241490,1)
(241526,1)
(241544,1)
(241562,1)
(241580,1)
(241598,1)
(241616,1)
(241634,1)
(241652,1)
(241670,1)
(241688,1)
(241706,1)
(241724,1)
(241742,1)
(241760,1)
(241778,1)
(241796,1)
(241814,1)
(241832,1)
(241850,1)
(241868,1)
(241886,1)
(241904,1)
(241922,1)
(241940,1)
(241958,1)
(241976,1)
(241994,1)
(242012,1)
(242030,1)
(242048,1)
(242066,1)
(242084,1)
(242102,1)
(242120,1)
(242138,1)
(242156,1)
(242174,1)
(242192,1)
(242210,1)
(242228,1)
(242246,1)
(242264,1)
(242282,1)
(242300,1)
(242318,1)
(242354,1)
(242372,1)
(242390,1)
(242408,1)
(242426,1)
(242444,1)
(242462,1)
(242480,1)
(242498,1)
(242516,1)
(242534,1)
(242552,1)
(242570,1)
(242588,1)
(242606,1)
(242624,1)
(242642,1)
(242660,1)
(242678,1)
(242696,1)
(242714,1)
(242732,1)
(242750,1)
